make_id,model_id,view_point,train,valid,test
38,1961,3,12,5,7
38,1961,4,23,9,13
38,1961,5,15,5,9
39,1321,1,12,4,7
39,1321,2,8,3,5
39,1321,3,10,3,6
39,1321,4,20,7,12
39,1321,5,11,4,7
39,1322,1,11,4,7
39,1322,2,7,3,4
39,1322,3,12,5,7
39,1322,4,17,6,10
39,1322,5,13,5,8
39,1323,1,13,5,8
39,1323,2,13,5,7
39,1323,3,14,6,8
39,1323,4,25,10,15
39,1323,5,15,5,9
39,1324,1,2,0,1
39,1324,2,2,0,1
39,1324,3,3,1,1
39,1324,4,10,3,6
39,1324,5,3,1,2
39,1325,1,11,4,6
39,1325,2,7,2,4
39,1325,3,9,4,5
39,1325,4,23,9,13
39,1325,5,11,4,6
39,1326,1,10,4,6
39,1326,2,8,3,4
39,1326,3,11,4,7
39,1326,4,17,7,10
39,1326,5,14,6,8
39,1327,1,8,3,5
39,1327,2,7,3,4
39,1327,3,14,5,8
39,1327,4,19,8,11
39,1327,5,13,5,7
39,1328,1,10,4,6
39,1328,2,8,3,5
39,1328,3,14,6,8
39,1328,4,17,7,10
39,1328,5,11,4,7
39,1329,1,11,4,7
39,1329,2,10,4,6
39,1329,3,9,4,5
39,1329,4,17,6,10
39,1329,5,13,5,8
39,1330,1,10,4,6
39,1330,2,7,3,4
39,1330,3,11,4,7
39,1330,4,16,6,9
39,1330,5,16,6,9
39,1331,-1,1,0,0
39,1331,1,8,3,4
39,1331,2,7,2,4
39,1331,3,9,4,5
39,1331,4,23,9,14
39,1331,5,14,5,8
39,1332,1,7,3,4
39,1332,2,6,2,4
39,1332,3,10,4,6
39,1332,4,25,10,15
39,1332,5,12,5,7
39,1333,1,6,2,4
39,1333,2,6,2,3
39,1333,3,8,3,4
39,1333,4,28,11,16
39,1333,5,14,5,8
39,1334,1,5,1,3
39,1334,2,3,1,1
39,1334,3,6,2,4
39,1334,4,37,14,22
39,1334,5,11,4,6
39,1335,1,5,1,3
39,1335,2,3,1,2
39,1335,3,6,2,4
39,1335,4,35,13,21
39,1335,5,12,5,7
39,1336,1,1,0,1
39,1336,2,1,0,1
39,1336,3,18,7,11
39,1336,4,35,13,21
39,1336,5,6,2,3
39,1337,1,10,3,6
39,1337,2,8,3,4
39,1337,3,10,4,6
39,1337,4,28,11,16
39,1337,5,14,6,8
39,1338,4,1,0,0
39,1341,1,10,3,6
39,1341,2,7,2,4
39,1341,3,11,4,6
39,1341,4,25,9,15
39,1341,5,16,6,9
39,1342,1,4,2,2
39,1342,2,4,1,2
39,1342,3,12,5,7
39,1342,4,16,6,10
39,1342,5,6,2,4
39,1343,1,8,3,5
39,1343,2,3,1,1
39,1343,3,15,6,9
39,1343,4,27,11,16
39,1343,5,8,3,4
39,1344,1,8,3,5
39,1344,2,2,1,1
39,1344,3,8,3,4
39,1344,4,31,12,18
39,1344,5,12,5,7
39,1345,1,4,2,2
39,1345,2,3,1,1
39,1345,3,13,5,8
39,1345,4,29,11,17
39,1345,5,12,5,7
39,1346,-1,2,0,1
39,1346,1,2,1,1
39,1346,2,3,1,2
39,1346,3,11,4,6
39,1346,4,31,12,18
39,1346,5,13,5,7
39,1347,1,1,0,1
39,1347,3,4,1,2
39,1347,4,7,3,4
39,1347,5,3,1,1
39,1348,1,1,0,1
39,1348,2,1,0,0
39,1348,3,6,2,3
39,1348,4,4,2,2
39,1348,5,4,2,2
39,1349,-1,1,0,0
39,1349,1,4,2,2
39,1349,2,5,1,3
39,1349,3,6,2,4
39,1349,4,33,13,19
39,1349,5,13,5,7
39,1350,1,5,1,3
39,1350,2,6,2,4
39,1350,3,8,3,4
39,1350,4,29,11,17
39,1350,5,14,5,8
39,1351,1,3,1,1
39,1351,2,1,0,1
39,1351,3,1,0,1
39,1351,4,9,4,5
39,1351,5,3,1,1
39,1356,1,5,2,3
39,1356,2,4,1,2
39,1356,3,11,4,6
39,1356,4,18,7,11
39,1356,5,12,4,7
39,1358,1,5,1,3
39,1358,2,4,2,2
39,1358,3,12,4,7
39,1358,4,23,9,14
39,1358,5,17,7,10
39,1360,3,2,0,1
39,1360,4,3,1,2
39,1360,5,2,1,1
39,1361,1,5,1,3
39,1361,2,1,0,1
39,1361,3,8,3,5
39,1361,4,20,7,12
39,1361,5,12,5,7
39,1362,1,2,1,1
39,1362,2,1,0,0
39,1362,3,4,1,2
39,1362,4,3,1,2
39,1362,5,3,1,2
39,1363,1,7,2,4
39,1363,2,4,1,2
39,1363,3,6,2,3
39,1363,4,31,12,19
39,1363,5,14,5,8
39,1365,1,3,1,1
39,1365,3,3,1,2
39,1365,4,4,1,2
39,1365,5,2,1,1
39,1366,1,1,0,1
39,1366,2,2,0,1
39,1366,3,4,2,2
39,1366,4,5,1,3
39,1366,5,2,0,1
39,1367,3,2,1,1
39,1367,4,3,1,2
39,1367,5,3,1,1
39,1368,1,2,1,1
39,1368,2,3,1,1
39,1368,3,5,2,3
39,1368,4,7,2,4
39,1368,5,2,1,1
39,1370,1,8,3,5
39,1370,2,5,1,3
39,1370,3,10,3,6
39,1370,4,25,10,15
39,1370,5,13,5,7
39,1372,1,7,3,4
39,1372,2,4,1,2
39,1372,3,9,4,5
39,1372,4,11,4,7
39,1372,5,9,3,5
39,1374,1,2,0,1
39,1374,2,1,0,1
39,1374,3,4,1,2
39,1374,4,17,7,10
39,1374,5,7,2,4
39,1375,1,3,1,1
39,1375,2,2,1,1
39,1375,3,7,3,4
39,1375,4,10,3,6
39,1375,5,4,2,2
39,1376,1,1,0,0
39,1376,2,3,1,1
39,1376,3,1,0,0
39,1376,4,2,0,1
39,1377,1,1,0,1
39,1377,2,1,0,1
39,1377,3,2,0,1
39,1377,4,1,0,1
39,1377,5,3,1,1
39,1378,1,4,2,2
39,1378,2,2,1,1
39,1378,3,5,1,3
39,1378,4,7,3,4
39,1378,5,3,1,2
39,1379,-1,1,0,1
39,1379,1,1,0,1
39,1379,2,1,0,1
39,1379,3,2,1,1
39,1379,4,10,3,6
39,1379,5,8,3,4
39,1380,3,3,1,1
39,1380,4,4,1,2
39,1380,5,2,1,1
39,1381,1,1,0,1
39,1381,2,1,0,0
39,1381,3,1,0,0
39,1381,4,2,1,1
39,1381,5,1,0,0
39,1382,1,5,2,3
39,1382,2,4,2,2
39,1382,3,4,1,2
39,1382,4,9,4,5
39,1382,5,3,1,2
39,1385,1,11,4,6
39,1385,2,9,4,5
39,1385,3,10,4,6
39,1385,4,19,7,11
39,1385,5,12,5,7
39,1386,1,19,7,11
39,1386,2,13,5,7
39,1386,3,16,6,9
39,1386,4,31,12,19
39,1386,5,21,8,12
39,1387,1,2,1,1
39,1387,2,3,1,1
39,1387,3,4,1,2
39,1387,4,4,1,2
39,1387,5,4,1,2
39,1388,1,10,3,6
39,1388,2,10,3,6
39,1388,3,13,5,7
39,1388,4,18,7,10
39,1388,5,11,4,7
39,1389,1,6,2,4
39,1389,2,4,1,2
39,1389,3,11,4,7
39,1389,4,26,10,15
39,1389,5,13,5,8
39,1390,1,9,4,5
39,1390,2,10,3,6
39,1390,3,11,4,7
39,1390,4,18,7,11
39,1390,5,11,4,7
39,1391,1,1,0,0
39,1391,2,1,0,0
39,1391,3,1,0,0
39,1391,4,1,0,1
39,1391,5,1,0,0
39,1392,1,10,4,6
39,1392,2,8,3,4
39,1392,3,8,3,5
39,1392,4,20,8,12
39,1392,5,15,5,9
40,1091,1,7,2,4
40,1091,2,7,3,4
40,1091,3,5,1,3
40,1091,4,12,5,7
40,1091,5,9,4,5
41,759,1,1,0,1
41,759,2,2,0,1
41,759,3,2,0,1
41,759,4,3,1,1
41,759,5,2,1,1
41,760,1,1,0,1
41,760,4,3,1,2
41,760,5,2,0,1
41,761,1,1,0,1
41,761,3,1,0,1
41,761,4,3,1,1
41,761,5,1,0,1
41,762,1,1,0,1
41,762,2,1,0,0
41,762,3,1,0,0
41,762,4,3,1,2
41,762,5,1,0,1
42,1248,-1,1,0,0
42,1248,1,7,3,4
42,1248,2,9,3,5
42,1248,3,10,3,6
42,1248,4,18,7,11
42,1248,5,16,6,9
43,1899,1,9,4,5
43,1899,2,8,3,5
43,1899,3,12,5,7
43,1899,4,19,7,11
43,1899,5,12,5,7
43,1901,-1,1,0,0
43,1901,1,9,4,5
43,1901,2,6,2,3
43,1901,3,14,5,8
43,1901,4,20,8,12
43,1901,5,11,4,6
43,1902,3,1,0,0
43,1903,4,1,0,0
43,1904,1,9,4,5
43,1904,2,7,2,4
43,1904,3,11,4,7
43,1904,4,17,6,10
43,1904,5,15,5,9
44,1763,1,2,1,1
44,1763,2,2,1,1
44,1763,3,3,1,1
44,1763,4,3,1,2
44,1763,5,3,1,1
44,1764,1,3,1,1
44,1764,2,3,1,2
44,1764,3,7,2,4
44,1764,4,9,4,5
44,1764,5,6,2,3
44,1765,1,1,0,1
44,1765,2,1,0,1
44,1765,3,1,0,1
44,1765,4,1,0,1
44,1765,5,1,0,1
44,1766,1,1,0,0
44,1766,3,1,0,0
44,1766,4,1,0,1
44,1767,1,1,0,0
44,1767,2,1,0,0
44,1767,3,1,0,1
44,1767,4,1,0,1
44,1767,5,1,0,1
44,1768,1,1,0,1
44,1768,2,1,0,1
44,1768,3,2,1,1
44,1768,4,2,1,1
44,1768,5,1,0,1
44,1769,1,1,0,1
44,1769,2,1,0,1
44,1769,3,2,1,1
44,1769,4,2,1,1
44,1769,5,2,1,1
44,1770,1,4,1,2
44,1770,2,4,1,2
44,1770,3,3,1,2
44,1770,4,6,2,4
44,1770,5,6,2,3
44,1771,1,6,2,4
44,1771,2,6,2,3
44,1771,3,7,3,4
44,1771,4,12,5,7
44,1771,5,8,3,5
44,1772,1,3,1,1
44,1772,2,3,1,2
44,1772,3,4,1,2
44,1772,4,6,2,3
44,1772,5,5,1,3
45,1025,1,6,2,3
45,1025,2,4,2,2
45,1025,3,6,2,4
45,1025,4,8,3,5
45,1025,5,5,2,3
45,1027,1,7,3,4
45,1027,2,6,2,4
45,1027,3,10,3,6
45,1027,4,23,9,14
45,1027,5,15,5,9
45,1028,1,8,3,4
45,1028,2,6,2,4
45,1028,3,11,4,7
45,1028,4,19,8,11
45,1028,5,11,4,7
45,1029,1,9,3,5
45,1029,2,7,2,4
45,1029,3,12,4,7
45,1029,4,17,6,10
45,1029,5,16,6,10
45,1030,1,10,4,6
45,1030,2,8,3,4
45,1030,3,13,5,7
45,1030,4,19,7,11
45,1030,5,12,4,7
45,1031,1,3,1,2
45,1031,2,3,1,1
45,1031,3,6,2,4
45,1031,4,9,3,5
45,1031,5,5,2,3
45,1032,1,9,3,5
45,1032,2,6,2,4
45,1032,3,12,4,7
45,1032,4,20,7,12
45,1032,5,15,5,9
45,1033,1,8,3,4
45,1033,2,8,3,4
45,1033,3,10,4,6
45,1033,4,16,6,10
45,1033,5,11,4,6
45,1034,1,10,4,6
45,1034,2,7,3,4
45,1034,3,11,4,7
45,1034,4,15,6,9
45,1034,5,11,4,7
45,1035,-1,1,0,0
45,1035,1,10,4,6
45,1035,2,6,2,3
45,1035,3,11,4,6
45,1035,4,19,8,11
45,1035,5,14,5,8
45,1038,1,2,0,1
45,1038,2,2,0,1
45,1038,3,3,1,2
45,1038,4,4,2,2
45,1038,5,4,1,2
46,1288,1,4,1,2
46,1288,2,4,1,2
46,1288,3,4,2,2
46,1288,4,10,3,6
46,1288,5,6,2,4
46,1290,1,3,1,2
46,1290,2,1,0,0
46,1290,4,5,2,3
46,1293,1,2,0,1
46,1293,2,1,0,0
46,1293,3,2,1,1
46,1293,4,5,1,3
46,1293,5,2,1,1
46,1294,1,2,1,1
46,1294,3,3,1,2
46,1294,4,20,7,12
46,1294,5,2,0,1
46,1295,4,10,3,6
47,1317,1,1,0,1
47,1317,2,1,0,0
47,1317,3,3,1,1
47,1317,4,6,2,3
47,1317,5,2,1,1
48,315,1,6,2,4
48,315,2,6,2,3
48,315,3,17,6,10
48,315,4,19,8,11
48,315,5,13,5,8
48,316,-1,1,0,0
48,316,1,7,2,4
48,316,2,5,1,3
48,316,3,9,4,5
48,316,4,22,8,13
48,316,5,18,7,11
48,317,-1,1,0,0
48,317,1,10,3,6
48,317,2,8,3,5
48,317,3,15,5,9
48,317,4,14,6,8
48,317,5,14,5,8
48,318,1,3,1,2
48,318,2,2,1,1
48,318,3,4,1,2
48,318,4,8,3,5
48,318,5,5,2,3
48,319,-1,1,0,0
48,319,1,8,3,4
48,319,2,8,3,5
48,319,3,14,6,8
48,319,4,21,8,12
48,319,5,16,6,9
48,320,-1,2,1,1
48,320,1,5,2,3
48,320,2,3,1,2
48,320,3,12,4,7
48,320,4,24,10,14
48,320,5,15,5,9
48,321,1,7,3,4
48,321,2,5,1,3
48,321,3,10,4,6
48,321,4,20,8,12
48,321,5,19,7,11
48,322,1,2,1,1
48,322,2,2,0,1
48,322,3,5,1,3
48,322,4,8,3,5
48,322,5,5,2,3
48,323,1,4,1,2
48,323,2,2,1,1
48,323,3,3,1,2
48,323,4,14,5,8
48,323,5,12,5,7
48,324,1,1,0,0
48,324,2,1,0,0
48,324,3,1,0,0
48,324,4,1,0,0
48,324,5,1,0,0
48,325,-1,4,1,2
48,325,1,7,2,4
48,325,2,2,1,1
48,325,3,6,2,4
48,325,4,9,3,5
48,325,5,4,1,2
48,326,1,8,3,5
48,326,2,6,2,3
48,326,3,15,6,9
48,326,4,15,6,9
48,326,5,17,6,10
49,1434,1,3,1,2
49,1434,2,2,0,1
49,1434,3,1,0,0
49,1434,4,8,3,5
49,1434,5,6,2,3
49,1435,1,5,1,3
49,1435,2,3,1,2
49,1435,3,4,2,2
49,1435,4,10,3,6
49,1435,5,7,3,4
49,1436,1,5,2,3
49,1436,2,3,1,2
49,1436,3,2,1,1
49,1436,4,14,6,8
49,1436,5,12,5,7
50,1119,4,1,0,1
50,1119,5,1,0,1
50,1121,3,2,1,1
50,1121,4,7,3,4
50,1121,5,4,2,2
50,1122,1,1,0,0
50,1122,3,11,4,6
50,1122,4,5,2,3
50,1122,5,5,2,3
50,1123,-1,1,0,0
50,1123,1,5,1,3
50,1123,2,3,1,1
50,1123,3,2,1,1
50,1123,4,14,5,8
50,1123,5,9,3,5
50,1125,1,12,4,7
50,1125,2,5,2,3
50,1125,3,13,5,7
50,1125,4,17,6,10
50,1125,5,15,5,9
50,1126,1,2,1,1
50,1126,2,3,1,1
50,1126,3,6,2,3
50,1126,4,16,6,9
50,1126,5,6,2,4
50,1127,1,1,0,0
50,1127,2,2,0,1
50,1127,3,5,2,3
50,1127,4,8,3,5
50,1127,5,8,3,4
50,1128,2,1,0,0
50,1128,3,3,1,1
50,1128,5,1,0,1
50,1129,1,5,2,3
50,1129,2,4,1,2
50,1129,3,4,2,2
50,1129,4,26,10,16
50,1129,5,15,5,9
50,1131,1,9,3,5
50,1131,2,7,3,4
50,1131,3,16,6,10
50,1131,4,16,6,10
50,1131,5,12,5,7
50,1132,1,7,2,4
50,1132,2,6,2,3
50,1132,3,8,3,4
50,1132,4,15,6,9
50,1132,5,11,4,6
51,1155,-1,4,1,2
51,1155,1,9,3,5
51,1155,2,3,1,2
51,1155,3,18,7,11
51,1155,4,17,7,10
51,1155,5,10,3,6
51,1156,-1,1,0,1
51,1156,1,4,2,2
51,1156,2,1,0,1
51,1156,3,7,2,4
51,1156,4,9,4,5
51,1156,5,6,2,3
51,1157,-1,1,0,0
51,1157,1,1,0,0
51,1157,2,1,0,0
51,1157,3,1,0,1
51,1157,4,2,0,1
51,1157,5,1,0,1
51,1158,1,2,0,1
51,1158,2,1,0,1
51,1158,3,2,1,1
51,1158,4,4,2,2
51,1158,5,3,1,2
51,1159,-1,1,0,0
51,1159,1,10,3,6
51,1159,2,6,2,3
51,1159,3,7,2,4
51,1159,4,26,10,15
51,1159,5,13,5,7
51,1160,1,1,0,0
51,1160,2,1,0,1
51,1160,3,5,2,3
51,1160,4,7,3,4
51,1160,5,6,2,4
51,1162,-1,3,1,2
51,1162,1,7,3,4
51,1162,2,5,1,3
51,1162,3,9,3,5
51,1162,4,19,8,11
51,1162,5,18,7,11
51,1163,-1,1,0,1
51,1163,1,1,0,1
51,1163,2,2,0,1
51,1163,3,2,1,1
51,1163,4,3,1,2
51,1163,5,2,0,1
51,1164,2,1,0,0
51,1164,3,1,0,0
51,1164,4,1,0,0
51,1164,5,1,0,0
51,1165,-1,1,0,1
51,1165,1,9,3,5
51,1165,2,4,2,2
51,1165,3,10,3,6
51,1165,4,25,9,15
51,1165,5,13,5,7
52,1759,1,1,0,0
52,1759,2,1,0,0
52,1759,3,3,1,1
52,1759,4,4,1,2
52,1759,5,2,0,1
53,763,1,10,3,6
53,763,2,7,3,4
53,763,3,8,3,5
53,763,4,19,8,11
53,763,5,17,6,10
53,764,1,10,3,6
53,764,2,9,3,5
53,764,3,11,4,7
53,764,4,19,7,11
53,764,5,13,5,7
53,765,1,11,4,6
53,765,2,8,3,4
53,765,3,11,4,6
53,765,4,19,8,11
53,765,5,17,7,10
53,766,1,10,4,6
53,766,2,7,3,4
53,766,3,9,3,5
53,766,4,20,7,12
53,766,5,15,6,9
53,767,1,7,2,4
53,767,2,5,1,3
53,767,3,12,4,7
53,767,4,23,9,14
53,767,5,15,5,9
53,770,1,12,4,7
53,770,2,6,2,3
53,770,3,10,4,6
53,770,4,18,7,10
53,770,5,16,6,9
53,771,1,7,3,4
53,771,2,3,1,1
53,771,3,9,4,5
53,771,4,32,13,19
53,771,5,10,3,6
53,772,1,3,1,2
53,772,2,2,1,1
53,772,3,2,1,1
53,772,4,8,3,5
53,772,5,5,2,3
53,773,3,1,0,0
53,773,4,11,4,7
53,773,5,6,2,3
53,776,1,5,2,3
53,776,2,4,1,2
53,776,3,14,5,8
53,776,4,28,11,16
53,776,5,11,4,6
53,777,2,1,0,1
53,777,3,4,2,2
53,777,4,6,2,3
53,777,5,3,1,1
53,778,-1,1,0,0
53,778,1,3,1,1
53,778,2,1,0,1
53,778,3,3,1,2
53,778,4,11,4,7
53,778,5,5,2,3
54,187,-1,1,0,0
54,187,1,11,4,6
54,187,2,8,3,5
54,187,3,12,5,7
54,187,4,15,6,9
54,187,5,14,6,8
54,188,1,6,2,3
54,188,2,5,1,3
54,188,3,9,4,5
54,188,4,9,4,5
54,188,5,10,4,6
54,189,-1,5,1,3
54,189,1,8,3,5
54,189,2,7,3,4
54,189,3,12,4,7
54,189,4,16,6,9
54,189,5,14,5,8
54,190,1,13,5,7
54,190,2,11,4,7
54,190,3,16,6,9
54,190,4,18,7,10
54,190,5,20,7,12
54,191,1,7,2,4
54,191,2,7,2,4
54,191,3,10,4,6
54,191,4,16,6,9
54,191,5,14,6,8
54,192,1,14,5,8
54,192,2,12,5,7
54,192,3,19,7,11
54,192,4,28,11,16
54,192,5,20,7,12
54,193,1,1,0,0
54,193,2,1,0,0
54,193,3,1,0,0
54,193,4,1,0,0
54,193,5,1,0,1
54,194,1,12,4,7
54,194,2,9,3,5
54,194,3,12,4,7
54,194,4,15,6,9
54,194,5,14,5,8
54,195,1,10,4,6
54,195,2,6,2,4
54,195,3,10,4,6
54,195,4,18,7,11
54,195,5,15,6,9
54,196,1,22,9,13
54,196,2,21,8,12
54,196,3,34,14,20
54,196,4,41,16,25
54,196,5,34,14,20
54,197,1,10,3,6
54,197,2,8,3,5
54,197,3,14,5,8
54,197,4,14,6,8
54,197,5,15,6,9
54,200,-1,2,0,1
54,200,1,4,1,2
54,200,2,7,2,4
54,200,3,9,3,5
54,200,4,10,4,6
54,200,5,12,4,7
54,201,-1,1,0,0
54,201,1,11,4,6
54,201,2,8,3,5
54,201,3,8,3,5
54,201,4,20,8,12
54,201,5,13,5,8
54,202,1,9,4,5
54,202,2,8,3,5
54,202,3,11,4,7
54,202,4,19,7,11
54,202,5,13,5,8
54,204,1,2,0,1
54,204,2,2,0,1
54,204,3,3,1,2
54,204,4,7,2,4
54,204,5,4,2,2
54,206,-1,1,0,0
54,206,1,2,0,1
54,206,2,2,1,1
54,206,3,5,1,3
54,206,4,5,2,3
54,206,5,3,1,1
54,207,1,1,0,0
54,207,4,7,3,4
54,207,5,1,0,1
54,208,1,1,0,0
54,208,2,1,0,0
54,208,3,3,1,2
54,208,4,2,1,1
54,208,5,1,0,1
55,1588,1,3,1,1
55,1588,2,4,1,2
55,1588,3,6,2,4
55,1588,4,9,4,5
55,1588,5,7,2,4
55,1589,1,9,4,5
55,1589,2,7,3,4
55,1589,3,10,4,6
55,1589,4,21,8,13
55,1589,5,13,5,8
55,1590,1,9,4,5
55,1590,2,7,3,4
55,1590,3,8,3,5
55,1590,4,23,9,14
55,1590,5,13,5,8
55,1591,1,6,2,3
55,1591,2,5,1,3
55,1591,3,6,2,4
55,1591,4,11,4,6
55,1591,5,7,3,4
55,1592,1,9,4,5
55,1592,2,7,3,4
55,1592,3,11,4,6
55,1592,4,19,8,11
55,1592,5,14,6,8
55,1593,1,11,4,6
55,1593,2,5,2,3
55,1593,3,12,4,7
55,1593,4,21,8,12
55,1593,5,12,4,7
55,1594,1,8,3,4
55,1594,2,6,2,4
55,1594,3,11,4,6
55,1594,4,16,6,10
55,1594,5,12,4,7
55,1595,1,11,4,6
55,1595,2,7,2,4
55,1595,3,12,5,7
55,1595,4,19,7,11
55,1595,5,12,5,7
55,1596,-1,1,0,0
55,1596,1,7,2,4
55,1596,2,6,2,3
55,1596,3,9,3,5
55,1596,4,16,6,10
55,1596,5,8,3,5
55,1597,1,10,3,6
55,1597,2,7,2,4
55,1597,3,10,3,6
55,1597,4,21,8,12
55,1597,5,14,6,8
55,1598,1,3,1,1
55,1598,2,2,0,1
55,1598,3,2,0,1
55,1598,4,6,2,3
55,1598,5,2,1,1
55,1601,1,10,4,6
55,1601,2,6,2,4
55,1601,3,10,3,6
55,1601,4,19,8,11
55,1601,5,15,6,9
56,822,1,2,1,1
56,822,2,2,1,1
56,822,3,3,1,2
56,822,4,2,1,1
56,822,5,2,1,1
56,823,1,5,1,3
56,823,2,2,0,1
56,823,3,3,1,2
56,823,4,15,5,9
56,823,5,4,1,2
56,824,1,1,0,0
56,824,3,1,0,1
56,824,4,3,1,1
56,824,5,2,1,1
56,825,1,4,1,2
56,825,2,3,1,2
56,825,3,7,2,4
56,825,4,13,5,7
56,825,5,6,2,4
56,826,1,2,1,1
56,826,2,2,1,1
56,826,3,3,1,2
56,826,4,4,1,2
56,826,5,2,0,1
57,1606,1,11,4,6
57,1606,2,7,3,4
57,1606,3,11,4,6
57,1606,4,19,8,11
57,1606,5,13,5,8
57,1607,1,8,3,5
57,1607,2,7,3,4
57,1607,3,11,4,6
57,1607,4,29,12,17
57,1607,5,18,7,11
57,1608,-1,1,0,0
57,1608,1,9,4,5
57,1608,2,3,1,2
57,1608,3,12,4,7
57,1608,4,24,10,14
57,1608,5,12,5,7
58,327,1,7,2,4
58,327,2,5,2,3
58,327,3,12,5,7
58,327,4,21,8,12
58,327,5,16,6,9
58,328,1,8,3,4
58,328,2,8,3,4
58,328,3,10,4,6
58,328,4,17,7,10
58,328,5,14,6,8
58,329,2,1,0,1
58,329,3,1,0,1
58,329,4,3,1,2
58,329,5,2,1,1
58,330,1,2,0,1
58,330,2,2,0,1
58,330,3,2,0,1
58,330,4,4,1,2
58,330,5,2,0,1
58,331,2,1,0,0
58,331,3,1,0,1
58,331,4,2,1,1
58,331,5,1,0,1
58,332,1,1,0,0
58,332,3,3,1,1
58,332,4,1,0,0
58,333,1,1,0,1
58,333,2,1,0,0
58,333,3,1,0,1
58,333,4,1,0,1
58,333,5,1,0,1
58,334,1,5,2,3
58,334,2,1,0,1
58,334,3,3,1,1
58,334,4,5,1,3
58,334,5,3,1,2
58,335,1,1,0,1
58,335,2,1,0,0
58,335,3,2,0,1
58,335,4,1,0,1
58,335,5,1,0,1
58,336,1,1,0,1
58,336,3,2,1,1
58,336,4,2,1,1
58,337,1,2,0,1
58,337,3,1,0,1
58,337,4,3,1,1
58,337,5,1,0,0
58,338,1,1,0,1
58,338,2,1,0,1
58,338,3,1,0,1
58,338,4,2,1,1
58,339,1,1,0,1
58,339,3,1,0,0
58,339,4,2,0,1
58,342,1,13,5,7
58,342,2,12,5,7
58,342,3,19,8,11
58,342,4,25,9,15
58,342,5,21,8,13
59,355,1,4,2,2
59,355,2,2,0,1
59,355,3,5,1,3
59,355,4,9,4,5
59,355,5,6,2,3
59,356,1,1,0,0
59,356,2,1,0,0
59,356,3,2,0,1
59,356,4,4,2,2
59,356,5,2,0,1
59,357,1,1,0,1
59,357,4,2,0,1
59,357,5,1,0,1
59,358,1,1,0,0
59,358,3,1,0,1
59,358,4,1,0,0
59,359,1,1,0,0
59,359,3,1,0,1
59,359,4,3,1,1
59,359,5,1,0,1
59,360,1,3,1,2
59,360,2,3,1,1
59,360,3,4,2,2
59,360,4,8,3,4
59,360,5,6,2,4
59,361,1,5,2,3
59,361,2,4,2,2
59,361,3,6,2,4
59,361,4,9,4,5
59,361,5,9,4,5
59,362,1,1,0,1
59,362,2,1,0,1
59,362,3,1,0,1
59,362,4,5,2,3
59,362,5,2,1,1
59,363,1,2,0,1
59,363,2,1,0,1
59,363,3,1,0,1
59,363,4,1,0,1
59,363,5,2,0,1
60,350,1,9,4,5
60,350,2,8,3,4
60,350,3,11,4,7
60,350,4,18,7,11
60,350,5,11,4,7
60,351,1,5,2,3
60,351,2,5,2,3
60,351,3,8,3,4
60,351,4,14,6,8
60,351,5,11,4,7
60,352,1,8,3,5
60,352,2,9,4,5
60,352,3,13,5,8
60,352,4,16,6,9
60,352,5,12,5,7
60,353,1,6,2,4
60,353,2,8,3,4
60,353,3,11,4,7
60,353,4,18,7,10
60,353,5,13,5,7
61,348,1,8,3,4
61,348,2,7,2,4
61,348,3,13,5,7
61,348,4,18,7,10
61,348,5,16,6,9
61,349,1,8,3,4
61,349,2,4,2,2
61,349,3,16,6,10
61,349,4,21,8,13
61,349,5,12,4,7
62,354,1,8,3,4
62,354,2,7,3,4
62,354,3,9,3,5
62,354,4,16,6,9
62,354,5,13,5,8
63,1465,1,2,1,1
63,1465,2,2,0,1
63,1465,3,2,1,1
63,1465,4,7,2,4
63,1465,5,4,1,2
63,1469,4,1,0,0
64,1451,-1,1,0,0
64,1451,1,11,4,7
64,1451,2,8,3,5
64,1451,3,11,4,6
64,1451,4,18,7,11
64,1451,5,12,5,7
64,1452,1,11,4,7
64,1452,2,6,2,4
64,1452,3,9,4,5
64,1452,4,21,8,13
64,1452,5,13,5,7
64,1453,1,11,4,7
64,1453,2,8,3,5
64,1453,3,10,3,6
64,1453,4,20,8,12
64,1453,5,12,4,7
64,1454,1,9,3,5
64,1454,2,5,2,3
64,1454,3,10,4,6
64,1454,4,22,8,13
64,1454,5,11,4,7
64,1455,1,5,2,3
64,1455,2,4,1,2
64,1455,3,6,2,3
64,1455,4,11,4,6
64,1455,5,8,3,4
64,1457,1,8,3,4
64,1457,2,5,2,3
64,1457,3,11,4,6
64,1457,4,24,9,14
64,1457,5,13,5,7
65,1316,1,2,0,1
65,1316,2,1,0,0
65,1316,3,1,0,1
65,1316,4,4,1,2
65,1316,5,2,0,1
66,1994,1,1,0,0
66,1994,3,1,0,1
66,1994,4,1,0,1
66,1994,5,1,0,1
66,1995,4,1,0,1
66,1995,5,1,0,0
66,1996,4,2,1,1
66,1996,5,1,0,0
66,1997,4,1,0,0
66,1998,4,2,0,1
66,1998,5,1,0,0
67,1698,1,9,4,5
67,1698,2,4,2,2
67,1698,3,11,4,6
67,1698,4,22,9,13
67,1698,5,11,4,6
67,1699,-1,1,0,0
67,1699,1,9,3,5
67,1699,2,3,1,2
67,1699,3,7,3,4
67,1699,4,20,8,12
67,1699,5,8,3,5
68,933,1,8,3,5
68,933,2,8,3,4
68,933,3,13,5,7
68,933,4,18,7,11
68,933,5,12,4,7
68,934,-1,1,0,0
